2 1:9.0 2:80.0 3:9.0 4:0.0 5:0.0 6:2.9444444 7:13.751853 8:16.666666 9:71.5111 10:23.62963 11:17.333334 12:31.666666 13:21.88889 14:-18.88889 15:24.11111 16:-5.2222223 17:31.666666 18:0.5142537 19:-2.4315135
2 1:6.0 2:81.0 3:9.0 4:0.0 5:0.11111111 6:4.111111 7:8.740745 8:5.722223 9:28.50741 10:12.481482 11:7.6666665 12:18.88889 13:10.888889 14:-14.444445 15:19.222221 16:-4.7777777 17:18.88889 18:0.6281558 19:-2.388561
2 1:74.0 2:129.0 3:9.0 4:0.0 5:0.0 6:0.22222222 7:0.029629637 8:0.11111111 9:0.029629635 10:0.5185185 11:0.0 12:1.5555556 13:0.0 14:-1.5555556 15:3.1111112 16:-1.5555556 17:1.5555556 18:1.0 19:-2.0943952
2 1:41.0 2:75.0 3:9.0 4:0.0 5:0.11111111 6:15.388889 7:19.136257 8:26.611113 9:31.71359 10:55.0 11:47.444443 12:65.44444 13:52.11111 14:-22.666666 15:31.333334 16:-8.666667 17:65.44444 18:0.29780185 19:-2.3567543
2 1:36.0 2:145.0 3:9.0 4:0.0 5:0.0 6:0.2777778 7:0.19629629 8:1.2777778 9:2.0629628 10:0.8518519 11:0.33333334 12:1.4444444 13:0.7777778 14:-1.5555556 15:1.7777778 16:-0.22222222 17:1.4444444 18:0.25185186 19:-2.5309503
2 1:94.0 2:144.0 3:9.0 4:0.0 5:0.0 6:0.44444442 7:0.118518494 8:0.49999997 9:0.1666667 10:1.1481482 11:0.0 12:3.4444444 13:0.0 14:-3.4444444 15:6.888889 16:-3.4444444 17:3.4444444 18:1.0 19:-2.0943952
2 1:18.0 2:90.0 3:9.0 4:0.0 5:0.0 6:1.0555555 7:0.37407416 8:0.6666667 9:0.22222227 10:2.8148148 11:0.5555556 12:6.888889 13:1.0 14:-6.7777777 15:12.222222 16:-5.4444447 17:6.888889 18:0.9261464 19:-2.1643226
2 1:68.0 2:103.0 3:9.0 4:0.0 5:0.0 6:0.66666675 7:0.57777774 8:1.111111 9:0.96296334 10:2.148148 11:0.11111111 12:5.6666665 13:0.6666667 14:-6.111111 15:10.555555 16:-4.4444447 17:5.6666665 18:0.9876543 19:-2.1854658
2 1:45.0 2:108.0 3:9.0 4:0.0 5:0.11111111 6:25.5 7:12.795401 8:27.277779 9:15.930981 10:49.814816 11:41.77778 12:61.11111 13:46.555557 14:-24.11111 15:33.88889 16:-9.777778 17:61.11111 18:0.35897508 19:-2.3604913
2 1:59.0 2:99.0 3:9.0 4:0.0 5:0.0 6:0.77777785 7:0.8296297 8:0.99999994 9:0.3555556 10:2.0370371 11:0.11111111 12:5.5555553 13:0.44444445 14:-5.7777777 15:10.555555 16:-4.7777777 17:5.5555553 18:0.9861111 19:-2.149743
2 1:67.0 2:136.0 3:9.0 4:0.0 5:0.0 6:6.722223 7:3.7083488 8:2.6666667 9:3.1972213 10:15.518518 11:9.0 12:25.333334 13:12.222222 14:-19.555555 15:29.444445 16:-9.888889 17:25.333334 18:0.66081303 19:-2.3075109
2 1:226.0 2:110.0 3:9.0 4:0.0 5:0.0 6:0.33333334 7:0.08888887 8:0.49999997 9:0.2111111 10:1.6666666 11:0.11111111 12:4.4444447 13:0.44444445 14:-4.6666665 15:8.333333 16:-3.6666667 17:4.4444447 18:0.9777778 19:-2.1559837
2 1:231.0 2:124.0 3:9.0 4:0.0 5:0.0 6:3.4444447 7:14.962965 8:1.8333334 9:6.4333353 10:3.0 11:1.4444444 12:5.888889 13:1.6666666 14:-4.6666665 15:8.666667 16:-4.0 17:5.888889 18:0.895369 19:-2.118937
2 1:103.0 2:125.0 3:9.0 4:0.0 5:0.0 6:0.9444445 7:0.82775915 8:0.83333343 9:0.6912146 10:1.7777778 11:0.44444445 12:3.8888888 13:1.0 14:-4.0 15:6.3333335 16:-2.3333333 17:3.8888888 18:0.9238095 19:-2.2375617
2 1:1.0 2:81.0 3:9.0 4:0.0 5:0.0 6:12.166667 7:267.45554 8:9.222222 9:205.36296 10:21.333334 11:14.0 12:30.555555 13:19.444445 14:-22.0 15:27.666666 16:-5.6666665 17:30.555555 18:0.5952822 19:-2.438409
2 1:230.0 2:124.0 3:9.0 4:0.0 5:0.0 6:0.2777778 7:0.10740743 8:0.2777778 9:0.15185183 10:0.6666667 11:0.0 12:2.0 13:0.0 14:-2.0 15:4.0 16:-2.0 17:2.0 18:1.0 19:-2.0943952
2 1:58.0 2:109.0 3:9.0 4:0.0 5:0.0 6:0.8888889 7:0.25185165 8:2.8333333 9:1.677777 10:4.296296 11:1.4444444 12:8.444445 13:3.0 14:-8.555555 15:12.444445 16:-3.8888888 17:8.444445 18:0.8644824 19:-2.2837873
2 1:59.0 2:120.0 3:9.0 4:0.0 5:0.0 6:2.1666667 7:1.9860634 8:1.4444441 9:1.8698385 10:19.074074 11:10.555555 12:33.11111 13:13.555555 14:-25.555555 15:42.11111 16:-16.555555 17:33.11111 18:0.6812664 19:-2.2312608
2 1:140.0 2:125.0 3:9.0 4:0.0 5:0.0 6:0.66666657 7:0.22222227 8:2.6666667 9:3.7777781 10:3.925926 11:1.5555556 12:7.7777777 13:2.4444444 14:-7.111111 15:11.555555 16:-4.4444447 17:7.7777777 18:0.85319865 19:-2.2342408
2 1:127.0 2:143.0 3:9.0 4:0.0 5:0.0 6:1.5 7:0.12222214 8:0.88888884 9:0.60740745 10:4.185185 11:0.8888889 12:9.444445 13:2.2222223 14:-9.888889 15:15.777778 16:-5.888889 17:9.444445 18:0.915376 19:-2.2574124
2 1:23.0 2:129.0 3:9.0 4:0.0 5:0.0 6:0.5 7:0.077777795 8:0.38888887 9:0.15185186 10:0.5185185 11:0.0 12:1.5555556 13:0.0 14:-1.5555556 15:3.1111112 16:-1.5555556 17:1.5555556 18:0.7777778 19:-2.0943952
3 1:191.0 2:119.0 3:9.0 4:0.0 5:0.0 6:1.1111107 7:1.2938615 8:0.9444459 9:0.772202 10:39.851852 11:36.22222 12:48.22222 13:35.11111 14:-10.888889 15:25.11111 16:-14.222222 17:48.22222 18:0.27171725 19:-2.0059998
3 1:219.0 2:80.0 3:9.0 4:0.0 5:0.0 6:1.2777767 7:0.3296295 8:0.6666667 9:0.9333318 10:39.703705 11:36.333336 12:48.22222 13:34.555557 14:-10.111111 15:25.555555 16:-15.444445 17:48.22222 18:0.28296396 19:-1.9626464
3 1:136.0 2:45.0 3:9.0 4:0.0 5:0.0 6:1.222222 7:1.5444059 8:2.0555553 9:1.5263131 10:53.074074 11:48.11111 12:63.77778 13:47.333332 14:-14.888889 15:32.11111 16:-17.222221 17:63.77778 18:0.25936732 19:-2.0459049
3 1:66.0 2:160.0 3:9.0 4:0.0 5:0.0 6:3.0000007 7:4.044447 8:2.777778 9:0.4296295 10:22.851852 11:18.222221 12:31.555555 13:18.777779 14:-13.888889 15:26.11111 16:-12.222222 17:31.555555 18:0.4260139 19:-2.1387258
3 1:190.0 2:105.0 3:9.0 4:0.0 5:0.0 6:1.8888893 7:2.2962983 8:2.166666 9:1.6777797 10:45.74074 11:41.22222 12:56.333332 13:39.666668 14:-13.555555 15:31.777779 16:-18.222221 17:56.333332 18:0.29599184 19:-1.9960818
3 1:37.0 2:78.0 3:9.0 4:0.0 5:0.0 6:1.0000006 7:0.17777735 8:2.5555565 9:2.8740728 10:43.814816 11:41.11111 12:51.88889 13:38.444443 14:-8.111111 15:24.222221 16:-16.11111 17:51.88889 18:0.25891644 19:-1.8860723
3 1:198.0 2:127.0 3:9.0 4:0.0 5:0.0 6:2.4444444 7:4.385187 8:8.555555 9:59.54075 10:40.74074 11:38.0 12:48.22222 13:36.0 14:-8.222222 15:22.444445 16:-14.222222 17:48.22222 18:0.24899939 19:-1.9083478
3 1:191.0 2:101.0 3:9.0 4:0.0 5:0.0 6:1.111112 7:0.7793635 8:1.1111113 9:1.186342 10:45.037037 11:39.0 12:57.11111 13:39.0 14:-18.11111 15:36.22222 16:-18.11111 17:57.11111 18:0.32273299 19:-2.0943027
3 1:243.0 2:120.0 3:9.0 4:0.0 5:0.0 6:4.4444447 7:4.359749 8:1.5555547 9:1.8338387 10:47.851852 11:44.77778 12:56.333332 13:42.444443 14:-9.222222 15:25.444445 16:-16.222221 17:56.333332 18:0.2453213 19:-1.9107349
3 1:230.0 2:117.0 3:9.0 4:0.0 5:0.0 6:3.2777786 7:0.92895794 8:1.4444433 9:0.86066324 10:39.037037 11:33.555557 12:49.77778 13:33.77778 14:-16.444445 15:32.22222 16:-15.777778 17:49.77778 18:0.33502588 19:-2.1062348
